quota_definition__sid,quota__order_number,quota__geographical_areas,quota__headings,quota__commodities,quota__measurement_unit,quota__monetary_unit,quota_definition__description,quota_definition__validity_start_date,quota_definition__validity_end_date,quota_definition__suspension_periods,quota_definition__blocking_periods,quota_definition__status,quota_definition__last_allocation_date,quota_definition__initial_volume,quota_definition__balance,quota_definition__fill_rate
20422,56716,Ukraine,"0403 – Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa",0403105100|0403105300|0403105900|0403109100|0403109300|0403109900|0403205100|0403205300|0403205900|0403209100|0403209300|0403209900|0403907100|0403907300|0403907900|0403909100|0403909300|0403909900,Kilogram (kg),#NA,#NA,01/01/2021,31/12/2021,#NA,#NA,Closed,#NA,272000,272000,0
22141,56716,Ukraine,"0403 – Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa",0403105100|0403105300|0403105900|0403109100|0403109300|0403109900|0403205100|0403205300|0403205900|0403209100|0403209300|0403209900|0403907100|0403907300|0403907900|0403909100|0403909300|0403909900,Kilogram (kg),#NA,#NA,01/01/2022,31/12/2022,#NA,#NA,Open,#NA,272000,272000,0
22142,56716,Ukraine,"0403 – Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa",0403105100|0403105300|0403105900|0403109100|0403109300|0403109900|0403205100|0403205300|0403205900|0403209100|0403209300|0403209900|0403907100|0403907300|0403907900|0403909100|0403909300|0403909900,Kilogram (kg),#NA,#NA,01/01/2023,31/12/2023,#NA,#NA,Future,#NA,272000,#NA,0
20423,56717,Ukraine,0405 – Butter and other fats and oils derived from milk; dairy spreads,0405201000|0405203000,Kilogram (kg),#NA,#NA,01/01/2021,31/12/2021,#NA,#NA,Closed,#NA,34000,34000,0
22151,56717,Ukraine,0405 – Butter and other fats and oils derived from milk; dairy spreads,0405201000|0405203000,Kilogram (kg),#NA,#NA,01/01/2022,31/12/2022,#NA,#NA,Open,#NA,34000,34000,0
22152,56717,Ukraine,0405 – Butter and other fats and oils derived from milk; dairy spreads,0405201000|0405203000,Kilogram (kg),#NA,#NA,01/01/2023,31/12/2023,#NA,#NA,Future,#NA,34000,#NA,0
20424,56718,Ukraine,"0710 – Vegetables (uncooked or cooked by steaming or boiling in water), frozen|0711 – Vegetables provisionally preserved, but unsuitable in that state for immediate consumption|2001 – Vegetables, fruit, nuts and other edible parts of plants, prepared or preserved by vinegar or acetic acid|2004 – Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, frozen, other than products of heading 2006|2005 – Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, not frozen, other than products of heading 2006",0710400000|0711903000|2001903000|2004901000|2005800000,Kilogram (kg),#NA,#NA,01/01/2021,31/12/2021,#NA,#NA,Closed,#NA,204000,204000,0
22303,56718,Ukraine,"0710 – Vegetables (uncooked or cooked by steaming or boiling in water), frozen|0711 – Vegetables provisionally preserved, but unsuitable in that state for immediate consumption|2001 – Vegetables, fruit, nuts and other edible parts of plants, prepared or preserved by vinegar or acetic acid|2004 – Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, frozen, other than products of heading 2006|2005 – Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, not frozen, other than products of heading 2006",0710400000|0711903000|2001903000|2004901000|2005800000,Kilogram (kg),#NA,#NA,01/01/2022,31/12/2022,#NA,#NA,Open,#NA,204000,204000,0
22304,56718,Ukraine,"0710 – Vegetables (uncooked or cooked by steaming or boiling in water), frozen|0711 – Vegetables provisionally preserved, but unsuitable in that state for immediate consumption|2001 – Vegetables, fruit, nuts and other edible parts of plants, prepared or preserved by vinegar or acetic acid|2004 – Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, frozen, other than products of heading 2006|2005 – Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, not frozen, other than products of heading 2006",0710400000|0711903000|2001903000|2004901000|2005800000,Kilogram (kg),#NA,#NA,01/01/2023,31/12/2023,#NA,#NA,Future,#NA,204000,#NA,0
20425,56719,Ukraine,"1702 – Other sugars, including chemically pure lactose, maltose, glucose and fructose, in solid form; sugar syrups not containing added flavouring or colouring matter; artificial honey, whether or not mixed with natural honey; caramel|1704 – Sugar confectionery (including white chocolate), not containing cocoa|1806 – Chocolate and other food preparations containing cocoa|1901 – Malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing cocoa or containing less than 40|% by weight of cocoa calculated on a totally defatted basis, not elsewhere specified or included; food preparations of goods of headings|0401|to 0404, not containing cocoa or containing less than 5|% by weight of cocoa calculated on a totally defatted basis, not elsewhere specified or included|2101 – Extracts, essences and concentrates, of coffee, tea or maté and preparations with a basis of these products or with a basis of coffee, tea or maté; roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates thereof|3302 – Mixtures of odoriferous substances and mixtures (including alcoholic solutions) with a basis of one or more of these substances, of a kind used as raw materials in industry; other preparations based on odoriferous substances, of a kind used for the manufacture of beverages",1702500000|1702901000|1704909991|1704909999|1806103000|1806109000|1806209592|1806209599|1901909936|2101129800|2101209800|3302102900,Kilogram (kg),#NA,#NA,01/01/2021,31/12/2021,#NA,#NA,Closed,02/07/2021,409000,406880,0.005183374
22529,56719,Ukraine,"1702 – Other sugars, including chemically pure lactose, maltose, glucose and fructose, in solid form; sugar syrups not containing added flavouring or colouring matter; artificial honey, whether or not mixed with natural honey; caramel|1704 – Sugar confectionery (including white chocolate), not containing cocoa|1806 – Chocolate and other food preparations containing cocoa|1901 – Malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing cocoa or containing less than 40|% by weight of cocoa calculated on a totally defatted basis, not elsewhere specified or included; food preparations of goods of headings|0401|to 0404, not containing cocoa or containing less than 5|% by weight of cocoa calculated on a totally defatted basis, not elsewhere specified or included|2101 – Extracts, essences and concentrates, of coffee, tea or maté and preparations with a basis of these products or with a basis of coffee, tea or maté; roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates thereof|3302 – Mixtures of odoriferous substances and mixtures (including alcoholic solutions) with a basis of one or more of these substances, of a kind used as raw materials in industry; other preparations based on odoriferous substances, of a kind used for the manufacture of beverages",1702500000|1702901000|1704909991|1704909999|1806103000|1806109000|1806209592|1806209599|1901909936|2101129800|2101209800|3302102900,Kilogram (kg),#NA,#NA,01/01/2022,31/12/2022,#NA,#NA,Open,#NA,409000,409000,0
22530,56719,Ukraine,"1702 – Other sugars, including chemically pure lactose, maltose, glucose and fructose, in solid form; sugar syrups not containing added flavouring or colouring matter; artificial honey, whether or not mixed with natural honey; caramel|1704 – Sugar confectionery (including white chocolate), not containing cocoa|1806 – Chocolate and other food preparations containing cocoa|1901 – Malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing cocoa or containing less than 40|% by weight of cocoa calculated on a totally defatted basis, not elsewhere specified or included; food preparations of goods of headings|0401|to 0404, not containing cocoa or containing less than 5|% by weight of cocoa calculated on a totally defatted basis, not elsewhere specified or included|2101 – Extracts, essences and concentrates, of coffee, tea or maté and preparations with a basis of these products or with a basis of coffee, tea or maté; roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates thereof|3302 – Mixtures of odoriferous substances and mixtures (including alcoholic solutions) with a basis of one or more of these substances, of a kind used as raw materials in industry; other preparations based on odoriferous substances, of a kind used for the manufacture of beverages",1702500000|1702901000|1704909991|1704909999|1806103000|1806109000|1806209592|1806209599|1901909936|2101129800|2101209800|3302102900,Kilogram (kg),#NA,#NA,01/01/2023,31/12/2023,#NA,#NA,Future,#NA,409000,#NA,0
20426,56720,Ukraine,"1903 – Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, pearls, siftings or similar forms|1904 – Prepared foods obtained by the swelling or roasting of cereals or cereal products (for example, corn flakes); cereals (other than maize (corn)) in grain form or in the form of flakes or other worked grains (except flour, groats and meal), pre-cooked or otherwise prepared, not elsewhere specified or included",1903000000|1904300000,Kilogram (kg),#NA,#NA,01/01/2021,31/12/2021,#NA,#NA,Closed,#NA,272000,272000,0
22573,56720,Ukraine,"1903 – Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, pearls, siftings or similar forms|1904 – Prepared foods obtained by the swelling or roasting of cereals or cereal products (for example, corn flakes); cereals (other than maize (corn)) in grain form or in the form of flakes or other worked grains (except flour, groats and meal), pre-cooked or otherwise prepared, not elsewhere specified or included",1903000000|1904300000,Kilogram (kg),#NA,#NA,01/01/2022,31/12/2022,#NA,#NA,Open,#NA,272000,272000,0
22574,56720,Ukraine,"1903 – Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, pearls, siftings or similar forms|1904 – Prepared foods obtained by the swelling or roasting of cereals or cereal products (for example, corn flakes); cereals (other than maize (corn)) in grain form or in the form of flakes or other worked grains (except flour, groats and meal), pre-cooked or otherwise prepared, not elsewhere specified or included",1903000000|1904300000,Kilogram (kg),#NA,#NA,01/01/2023,31/12/2023,#NA,#NA,Future,#NA,272000,#NA,0
20427,56721,Ukraine,"1806 – Chocolate and other food preparations containing cocoa|2106 – Food preparations not elsewhere specified or included|2202 – Waters, including mineral waters and aerated waters, containing added sugar or other sweetening matter or flavoured, and other non-alcoholic beverages, not including fruit, nut or vegetable juices of heading 2009",1806207000|2106108000|2202999900,Kilogram (kg),#NA,#NA,01/01/2021,31/12/2021,#NA,#NA,Closed,#NA,68000,68000,0
22561,56721,Ukraine,"1806 – Chocolate and other food preparations containing cocoa|2106 – Food preparations not elsewhere specified or included|2202 – Waters, including mineral waters and aerated waters, containing added sugar or other sweetening matter or flavoured, and other non-alcoholic beverages, not including fruit, nut or vegetable juices of heading 2009",1806207000|2106108000|2202999900,Kilogram (kg),#NA,#NA,01/01/2022,31/12/2022,#NA,#NA,Critical,21/02/2022,68000,43448,0.361058824
22562,56721,Ukraine,"1806 – Chocolate and other food preparations containing cocoa|2106 – Food preparations not elsewhere specified or included|2202 – Waters, including mineral waters and aerated waters, containing added sugar or other sweetening matter or flavoured, and other non-alcoholic beverages, not including fruit, nut or vegetable juices of heading 2009",1806207000|2106108000|2202999900,Kilogram (kg),#NA,#NA,01/01/2023,31/12/2023,#NA,#NA,Future,#NA,68000,#NA,0
20428,56722,Ukraine,2106 – Food preparations not elsewhere specified or included,2106909800,Kilogram (kg),#NA,#NA,01/01/2021,31/12/2021,#NA,#NA,Closed,#NA,272000,272000,0
22675,56722,Ukraine,2106 – Food preparations not elsewhere specified or included,2106909800,Kilogram (kg),#NA,#NA,01/01/2022,31/12/2022,#NA,#NA,Open,#NA,272000,272000,0
22676,56722,Ukraine,2106 – Food preparations not elsewhere specified or included,2106909800,Kilogram (kg),#NA,#NA,01/01/2023,31/12/2023,#NA,#NA,Future,#NA,272000,#NA,0
20429,56723,Ukraine,"2207 – Undenatured ethyl alcohol of an alcoholic strength by volume of 80|%|vol or higher; ethyl alcohol and other spirits, denatured, of any strength|2208 – Undenatured ethyl alcohol of an alcoholic strength by volume of less than 80|%|vol; spirits, liqueurs and other spirituous beverages",2207100000|2207200000|2208909100|2208909900,Kilogram (kg),#NA,#NA,01/01/2021,31/12/2021,#NA,#NA,Closed,#NA,13620000,13620000,0
22715,56723,Ukraine,"2207 – Undenatured ethyl alcohol of an alcoholic strength by volume of 80|%|vol or higher; ethyl alcohol and other spirits, denatured, of any strength|2208 – Undenatured ethyl alcohol of an alcoholic strength by volume of less than 80|%|vol; spirits, liqueurs and other spirituous beverages",2207100000|2207200000|2208909100|2208909900,Kilogram (kg),#NA,#NA,01/01/2022,31/12/2022,#NA,#NA,Critical,17/03/2022,13620000,11666789,0.143407562
22716,56723,Ukraine,"2207 – Undenatured ethyl alcohol of an alcoholic strength by volume of 80|%|vol or higher; ethyl alcohol and other spirits, denatured, of any strength|2208 – Undenatured ethyl alcohol of an alcoholic strength by volume of less than 80|%|vol; spirits, liqueurs and other spirituous beverages",2207100000|2207200000|2208909100|2208909900,Kilogram (kg),#NA,#NA,01/01/2023,31/12/2023,#NA,#NA,Future,#NA,13620000,#NA,0
20430,56724,Ukraine,"2402 – Cigars, cheroots, cigarillos and cigarettes, of tobacco or of tobacco substitutes",2402100000|2402209000,Kilogram (kg),#NA,#NA,01/01/2021,31/12/2021,#NA,#NA,Closed,#NA,341000,341000,0
22731,56724,Ukraine,"2402 – Cigars, cheroots, cigarillos and cigarettes, of tobacco or of tobacco substitutes",2402100000|2402209000,Kilogram (kg),#NA,#NA,01/01/2022,31/12/2022,#NA,#NA,Open,#NA,341000,341000,0
22732,56724,Ukraine,"2402 – Cigars, cheroots, cigarillos and cigarettes, of tobacco or of tobacco substitutes",2402100000|2402209000,Kilogram (kg),#NA,#NA,01/01/2023,31/12/2023,#NA,#NA,Future,#NA,341000,#NA,0
20431,56725,Ukraine,"2905 – Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives|2905 – II. ALCOHOLS AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES|3824 – Prepared binders for foundry moulds or cores; chemical products and preparations of the chemical or allied industries (including those consisting of mixtures of natural products), not elsewhere specified or included",2905430000|2905440000|3824600000,Kilogram (kg),#NA,#NA,01/01/2021,31/12/2021,#NA,#NA,Closed,#NA,14000,14000,0
22733,56725,Ukraine,"2905 – Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives|2905 – II. ALCOHOLS AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES|3824 – Prepared binders for foundry moulds or cores; chemical products and preparations of the chemical or allied industries (including those consisting of mixtures of natural products), not elsewhere specified or included",2905430000|2905440000|3824600000,Kilogram (kg),#NA,#NA,01/01/2022,31/12/2022,#NA,#NA,Open,#NA,14000,14000,0
22734,56725,Ukraine,"2905 – Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives|2905 – II. ALCOHOLS AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES|3824 – Prepared binders for foundry moulds or cores; chemical products and preparations of the chemical or allied industries (including those consisting of mixtures of natural products), not elsewhere specified or included",2905430000|2905440000|3824600000,Kilogram (kg),#NA,#NA,01/01/2023,31/12/2023,#NA,#NA,Future,#NA,14000,#NA,0
20432,56726,Ukraine,"3809 – Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products and preparations (for example, dressings and mordants), of a kind used in the textile, paper, leather or like industries, not elsewhere specified or included",3809101000|3809103000|3809105000|3809109000,Kilogram (kg),#NA,#NA,01/01/2021,31/12/2021,#NA,#NA,Closed,#NA,272000,272000,0
22751,56726,Ukraine,"3809 – Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products and preparations (for example, dressings and mordants), of a kind used in the textile, paper, leather or like industries, not elsewhere specified or included",3809101000|3809103000|3809105000|3809109000,Kilogram (kg),#NA,#NA,01/01/2022,31/12/2022,#NA,#NA,Open,#NA,272000,272000,0
22752,56726,Ukraine,"3809 – Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products and preparations (for example, dressings and mordants), of a kind used in the textile, paper, leather or like industries, not elsewhere specified or included",3809101000|3809103000|3809105000|3809109000,Kilogram (kg),#NA,#NA,01/01/2023,31/12/2023,#NA,#NA,Future,#NA,272000,#NA,0
20685,56800,Moldova,"0702 – Tomatoes, fresh or chilled",702000000,Kilogram (kg),#NA,#NA,01/01/2021,31/12/2021,#NA,#NA,Closed,#NA,272000,272000,0
23071,56800,Moldova,"0702 – Tomatoes, fresh or chilled",702000000,Kilogram (kg),#NA,#NA,01/01/2022,31/12/2022,#NA,#NA,Open,#NA,272000,272000,0
20686,56801,Moldova,"0703 – Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled",703200000,Kilogram (kg),#NA,#NA,01/01/2021,31/12/2021,#NA,#NA,Closed,#NA,30000,30000,0
23072,56801,Moldova,"0703 – Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled",703200000,Kilogram (kg),#NA,#NA,01/01/2022,31/12/2022,#NA,#NA,Open,#NA,30000,30000,0
